#Ion	Wavelength [A]	gamma	f_value	alt name
Si II	1020.698900	6.680000e+08	1.680000e-02
Si II	989.873100	6.673000e+08	1.710000e-01
Si III	1206.500000	2.480000e+09	1.630000e+00
Si IV	1393.760180	8.800000e+08	5.130000e-01
Si IV	1402.772910	8.620000e+08	2.540000e-01
P I 	1774.948700	2.380000e+08	1.690000e-01
P I	1782.829100	2.380000e+08	1.130000e-01
P II	1532.533000	4.770000e+06	7.610000e-03
P II	1301.874000	4.820000e+07	1.730000e-02
P II	1152.818000	1.230000e+09	2.360000e-01
P II	963.801000	4.140000e+09	1.458000e+00
P II	961.041200	5.090000e+09	3.489000e-01
P III	1334.813200	6.320000e+07	2.820000e-02
P III	997.999600	2.220000e+09	1.117000e-01
P III	917.118000	4.780000e+09	4.049000e-01
P III	913.968000	4.790000e+09	2.031000e-01
P IV	950.656900	3.670000e+09	1.490000e+00
P V	1128.008000	1.220000e+09	2.345000e-01
P V	1117.977000	1.260000e+09	4.732000e-01
S I	1807.311300	5.330000e+08	9.050000e-02
S I	1473.994300	1.820000e+08	8.280000e-02
S I	1295.653100	3.460000e+08	8.700000e-02
S II	1259.518000	4.650000e+07	1.660000e-02
S II	1253.805000	4.620000e+07	1.090000e-02
S II	1250.578000	4.630000e+07	5.430000e-03
S III	1190.203000	6.650000e+07	2.370000e-02
S III	1012.495000	2.810000e+08	4.380000e-02
S IV	1062.664000	1.690000e+08	4.940000e-02
S VI	944.523000	1.610000e+09	2.150000e-01
S VI	933.378000	1.670000e+09	4.370000e-01
Cl I	1347.239600	6.620000e+08	1.530000e-01
Ar I	1066.659800	1.320000e+08	6.750000e-02
Ar I	1048.219900	3.180000e+07	2.630000e-01
Ca I	4227.918000	2.200000e+08	1.770000e+00
Ca I	2276.169000	2.840000e+07	6.610000e-02
Ca II	3934.775000	1.444000e+08	6.267000e-01
Ca II	3969.590100	1.409000e+08	3.116000e-01
Ti II	3384.730400	1.750000e+08	3.580000e-01
Ti II	3242.918400	2.440000e+08	2.320000e-01
Ti II	3230.122100	2.440000e+08	6.870000e-02
Ti II	3073.863300	2.560000e+08	1.210000e-01
Ti II	3067.237900	2.500000e+08	4.890000e-02
Ti II	1910.953800	1.430000e+08	9.800000e-02
Ti II	1910.612300	4.170000e+08	1.040000e-01
Ti III	1298.697000	6.350000e+08	9.640000e-02
Ti III	1295.884000	1.660000e+08	4.180000e-02
Cr II	2066.164030	4.170000e+08	5.120000e-02
Cr II	2062.236100	4.060000e+08	7.590000e-02
Cr II	2056.256930	4.070000e+08	1.030000e-01
Mn II	2606.462000	2.720000e+08	1.980000e-01
Mn II	2594.499000	2.780000e+08	2.800000e-01
Mn II	2576.877000	2.820000e+08	3.610000e-01
Mn II	1201.118000	7.850000e+08	1.210000e-01
Mn II	1199.391000	7.850000e+08	1.690000e-01
Mn II	1197.184000	7.840000e+08	2.170000e-01
Mn II	1162.015000	3.900000e+07	1.020000e-02
Fe I	3720.992800	1.630000e+07	4.110000e-02
Fe I	3021.518700	1.690000e+08	1.040000e-01
Fe I	2967.764600	1.270000e+08	4.380000e-02
Fe I	2719.832900	1.750000e+08	1.220000e-01
Fe I	2523.608300	3.850000e+08	2.030000e-01
Fe I	2501.885800	3.850000e+08	4.930000e-02
Fe I	2484.020900	5.000000e+08	5.440000e-01
Fe I	2463.392200	5.000000e+08	5.320000e-02
Fe I	2167.453400	2.740000e+08	1.500000e-01
Fe II	2600.172900	2.700000e+08	2.394000e-01
Fe II	2586.649600	2.720000e+08	6.912500e-02
Fe II	2382.765200	3.130000e+08	3.200000e-01
Fe II	2374.461200	3.090000e+08	3.130000e-02
Fe II	2367.590500	3.070000e+08	2.160000e-05
Fe II	2344.213900	2.680000e+08	1.142000e-01
Fe II	2260.780500	2.580000e+08	2.440000e-03
Fe II	2234.447200	2.750000e+08	2.520000e-05
Fe II	2249.876800	3.310000e+08	1.821000e-03
Fe II	1901.773000	1.610000e+05	7.000000e-05
Fe II	1611.200340	2.860000e+08	1.380000e-03
Fe II	1608.450850	2.740000e+08	5.770000e-02
Fe II	1588.687600	4.890000e+05	1.480000e-04
Fe II	1260.533000	1.260000e+08	2.400000e-02
Fe II	1144.937900	3.520000e+08	8.300000e-02
Fe II	1143.226000	9.810000e+07	1.920000e-02
Fe II	1142.365600	2.560000e+07	4.010000e-03
Fe II	1133.665400	3.060000e+07	4.720000e-03
Fe II	1127.098400	5.890000e+06	1.120000e-03
Fe II	1125.447700	1.030000e+08	1.560000e-02
Fe II	1121.974800	1.920000e+08	2.900000e-02
Fe II	1112.048000	2.000000e+07	4.460000e-03
Fe II	1106.359600	2.150000e+06	3.940000e-04
Fe II	1096.876900	2.260000e+08	3.270000e-02
Fe II	1083.420400	2.000000e+08	2.800000e-03
Fe II	1081.874800	2.000000e+08	1.260000e-02
Fe II	1063.971800	3.500000e+07	4.750000e-03
Fe II	1063.176400	3.230000e+08	5.470000e-02
Fe II	1062.151700	1.720000e+07	2.910000e-03
Fe II	1055.261700	4.610000e+07	6.150000e-03
Fe III	1214.562000	1.390000e+06	2.390000e-04
Fe III	1122.524000	3.700000e+08	5.440000e-02
Co II	2059.475600	2.780000e+08	7.510000e-03
Co II	2026.412200	3.030000e+08	1.250000e-02
Co II	2012.166400	3.450000e+08	3.679000e-02
Co II	1941.285200	4.350000e+08	3.400000e-02
Co II	1574.550300	6.730000e+07	2.500000e-02
Co II	1572.648900	4.160000e+07	1.200000e-02
Co II	1552.762400	3.210000e+07	1.160000e-02
Co II	1480.954600	4.650000e+07	1.190000e-02
Co II	1466.212000	3.780000e+07	3.100000e-02
Co II	1424.786600	3.580000e+07	1.090000e-02
Ni I	2320.746800	6.940000e+08	6.850000e-01
Ni I	2311.669000	4.700000e+08	3.765000e-01
Ni II	1751.915700	3.700000e+08	2.770000e-02
Ni II	1741.553100	5.000000e+08	4.270000e-02
Ni II	1709.604200	4.350000e+08	3.240000e-02
Ni II	1703.405000	5.000000e+08	6.000000e-03
Ni II	1502.148000	3.932000e+07	1.330000e-02
Ni II	1467.756000	2.300000e+07	9.900000e-03
Ni II	1467.259000	2.930000e+07	6.300000e-03
Ni II	1454.842000	1.020000e+08	3.230000e-02
Ni II	1393.324000	3.470000e+07	1.010000e-02
Ni II	1370.131000	4.100000e+08	7.690000e-02
Ni II	1317.217000	4.205000e+08	8.600000e-02
Cu II	1367.950900	6.230000e+08	1.790000e-01
Cu II	1358.773000	7.200000e+08	2.630000e-01
Zn II	2062.660450	3.860000e+08	2.460000e-01
Zn II	2026.137090	4.070000e+08	5.010000e-01
Ge II	1602.486300	9.906000e+08	1.345000e-01
Ga II	1414.402000	1.970000e+09	1.770000e+00
